item_id,claim_index,round,reason,question,claim,cited_evidence,label_A,label_B,current_label,final_entailment(supported|partial|unsupported),note
B1-MH-012f1f51ac88,1,R2,v3_rule12_recheck,"Does 'The Verge' article on Prime Big Deal Days indicate that there are no gaming deals for the same range of gaming platforms as 'Polygon' staff play games on, including PlayStation 5, PS4, Xbox Series X / S, Nintendo Switch, and PC?","The article does not explicitly state that there are no gaming deals for the same range of gaming platforms as 'Polygon' staff play games on, including PlayStation 5, PS4, Xbox Series X / S, Nintendo Switch, and PC.","Related The best October Prime Day deals available on Day 2


Here, we’ll go over all the best gaming deals we can scrounge up during Prime Big Deal Days across PlayStation 5, PS4, Xbox Series X / S, Nintendo Switch, and PC. We’re also on the lookout for hardware deals on things like controllers, streaming peripherals, and the consoles themselves.


Video games


---
With $439 as the new all-time low price for this Xbox bundle, you're basically getting a free copy of Diablo IV on top of a $60 discount on the Series X (which typically sells for $499.99 on its own). The only other retailer that was matching it at the time of writing was the Microsoft Store itself, and its markdown seems to have popped up recently in response to Walmart's doorbuster: A post on the Xbox Wire had previously pegged its Black Friday price there at $509.99.


Read Mashable's review of the Xbox Series X.


More gaming deals


Nintendo Switch


PlayStation


Xbox


PC gaming


VR gaming


Meta Quest 2 (128GB) — $249 $299.99 (save $50.99) + free $50 Meta Quest Store credit

",,,partial,partial,R4
B1-MH-05813c2fe535,1,R2,audit_unsupported_agreement,"Who was once portrayed as a trustworthy figure in the cryptocurrency industry by The Verge, was not considered the white horse of crypto by TechCrunch, had the wealth and ambition to potentially influence political events according to TechCrunch, and is now facing allegations of fraud as reported by TechCrunch?",Sam Bankman-Fried was once portrayed as a trustworthy figure in the cryptocurrency industry.,"Michael Lewis, Allen Lane, $55. October 3 This is the astonishing story of Sam Bankman-Fried, the young man who set up his cryptocurrency exchange, FTX, in 2019 and three years later was rolling in money.


But when the crypto world went pear-shaped, Bankman-Fried’s business hit an irreversible tailspin, and now he’s facing multiple charges and due in court on October 3. If anyone can be relied on to tell this story of a financial Icarus with verve and narrative flair, it’s Michael Lewis, author of Liar’s Poker, Moneyball, and The Big Short. No doubt the updated edition will have the verdict on SBF. The Woman in Me

",,,unsupported,unsupported,
B1-MH-05813c2fe535,2,R2,audit_sample_20pct,"Who was once portrayed as a trustworthy figure in the cryptocurrency industry by The Verge, was not considered the white horse of crypto by TechCrunch, had the wealth and ambition to potentially influence political events according to TechCrunch, and is now facing allegations of fraud as reported by TechCrunch?",TechCrunch did not consider Sam Bankman-Fried the white horse of crypto.,"The company gained somewhat mainstream recognition with branding deals and partnerships. For example, in 2021 it bought the naming rights for the Miami Heat’s home arena. FTX also got its name branded on Major League Baseball umpires’ polos, and it partnered with celebrities like Tom Brady and his ex-wife, Gisele Bündchen, as well as Steph Curry, Shaquille O’Neal and Naomi Osaka, among others. He also had close ties to U.S. regulators and government officials, many of whom he donated to.


Bankman-Fried was even compared to Warren Buffet and many called him the white horse of crypto (TechCrunch never did, for what it’s worth).


But in early November 2022, that all changed.

",,,supported,supported,
B1-MH-0e1408df9ae0,1,R2,audit_unsupported_agreement,Is the reporting on Taylor Swift and Travis Kelce's relationship by 'The Independent - Life and Style' inconsistent between the article published at '2023-12-06T13:55:17+00:00' stating Taylor Swift is open about her relationship with Travis Kelce and the subsequent article at '2023-12-06T14:23:01+00:00' revealing that Taylor Swift connected with Travis Kelce in July after his attempt to give her a friendship bracelet?,The first article states that Taylor Swift is open about her relationship with Travis Kelce.,"# Taylor Swift reveals secret start to her relationship with Travis Kelce


Source: The Independent - Life and Style · Author: Amber Raiken · Published: 2023-12-06T14:23:01+00:00 · Category: entertainment


Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the

",,,unsupported,unsupported,
B1-MH-0e1408df9ae0,2,R2,audit_sample_20pct,Is the reporting on Taylor Swift and Travis Kelce's relationship by 'The Independent - Life and Style' inconsistent between the article published at '2023-12-06T13:55:17+00:00' stating Taylor Swift is open about her relationship with Travis Kelce and the subsequent article at '2023-12-06T14:23:01+00:00' revealing that Taylor Swift connected with Travis Kelce in July after his attempt to give her a friendship bracelet?,The second article reveals that Taylor Swift connected with Travis Kelce in July after his attempt to give her a friendship bracelet.,"Lifestyle Edit email {{ #verifyErrors }} {{ message }} {{ /verifyErrors }} {{ ^verifyErrors }} Something went wrong. Please try again later {{ /verifyErrors }}


Taylor Swift has revealed when her relationship with Travis Kelce really started.


The 33-year-old singer spoke candidly about the romance during a recent interview with Time after she was named the magazine’s 2023 Person of the Year. Speaking to the publication, she said she connected with Kelce in July, after he confessed on his podcast that he tried and failed to give her a friendship bracelet with his phone number on it during one of her Eras Tour shows.

",,,supported,supported,
B2-MH-1431c0a43f40,2,R2,audit_unsupported_agreement,"Which company, covered by Engadget for its upcoming 'Scary Fast event' focused on Macs and chipsets, is also mentioned by The Verge for planning an 18-month appeal process against an ITC decision, and is recognized by TechCrunch for learning from competitors before releasing polished products, and is noted by The Verge for enforcing uniform terms on developers through its store and payment system?",Apple is mentioned by The Verge for planning an 18-month appeal process against an ITC decision.,"When Epic decided to take action against these respective “taxes,” it made August 13th, 2020 a very busy day for Apple, Google, Epic, and us here at The Verge. First, Epic announced it was bypassing Apple and Google’s app store fees. It deployed a hotfix update to Fortnite without either company’s knowledge, letting you purchase V-Bucks directly through its own payment processing option at a discount. Apple and Google almost immediately reacted by kicking Fortnite off their app stores for breaking the rules.


---
It’s not clear how much of that evidence will hold up on closer examination. That $360 million, for instance, refers to an alleged payment that kept Activision from opening an app store that could compete with Google Play. But Activision told The Verge in 2022 that it “never entered into an agreement that Activision would not open its own app store” — and Google is now, it says, armed with the evidence to prove it. On Monday, Epic’s attorney admitted Google “was too clever” to draw up contracts that specifically forced developers not to compete with the Play Store. The overall narrative is compelling, though — and I’m not sure Google’s opening statement countered it. Google spent its 45 minu",,,unsupported,unsupported,
B2-MH-1431c0a43f40,3,R2,audit_unsupported_agreement,"Which company, covered by Engadget for its upcoming 'Scary Fast event' focused on Macs and chipsets, is also mentioned by The Verge for planning an 18-month appeal process against an ITC decision, and is recognized by TechCrunch for learning from competitors before releasing polished products, and is noted by The Verge for enforcing uniform terms on developers through its store and payment system?",Apple is recognized by TechCrunch for learning from competitors before releasing polished products.,"This year's iPhones and Apple Watches are out in the wild already, but Apple has a bunch of other product categories that it could focus on here. There's always the chance that we might get iPad updates. But, if rumors are to be believed, Apple's focus during the Scary Fast event will be on Macs and a fresh batch of chipsets to power them.


M3 chip

",,,unsupported,unsupported,
B2-MH-1431c0a43f40,4,R2,disagreement,"Which company, covered by Engadget for its upcoming 'Scary Fast event' focused on Macs and chipsets, is also mentioned by The Verge for planning an 18-month appeal process against an ITC decision, and is recognized by TechCrunch for learning from competitors before releasing polished products, and is noted by The Verge for enforcing uniform terms on developers through its store and payment system?",Apple is noted by The Verge for enforcing uniform terms on developers through its store and payment system.,"When Epic decided to take action against these respective “taxes,” it made August 13th, 2020 a very busy day for Apple, Google, Epic, and us here at The Verge. First, Epic announced it was bypassing Apple and Google’s app store fees. It deployed a hotfix update to Fortnite without either company’s knowledge, letting you purchase V-Bucks directly through its own payment processing option at a discount. Apple and Google almost immediately reacted by kicking Fortnite off their app stores for breaking the rules.


---
It’s not clear how much of that evidence will hold up on closer examination. That $360 million, for instance, refers to an alleged payment that kept Activision from opening an app store that could compete with Google Play. But Activision told The Verge in 2022 that it “never entered into an agreement that Activision would not open its own app store” — and Google is now, it says, armed with the evidence to prove it. On Monday, Epic’s attorney admitted Google “was too clever” to draw up contracts that specifically forced developers not to compete with the Play Store. The overall narrative is compelling, though — and I’m not sure Google’s opening statement countered it. Google spent its 45 minu",partial,unsupported,,unsupported,R1
B2-MH-1f82048d37f6,1,R2,disagreement,"Between the TalkSport report on Manchester United's future plans published on October 16, 2023, and the Sporting News report on Manchester United's performance in European competitions published on December 12, 2023, was there a change in the narrative regarding Manchester United's success and planning?","There is no clear evidence of a change in the narrative regarding Manchester United's success and planning between the TalkSport report on October 16, 2023, and the Sporting News report on December 12, 2023.","# Leaky defence ‘isn’t good enough’ and ‘scars’ grow from throwing away leads – It’s all going wrong for Manchester United in Europe


Source: TalkSport · Author: Robert Calcutt · Published: 2023-11-29T23:40:49+00:00 · Category: sports


Manchester United's domestic form has certainly shown signs of improvement in recent weeks, but that's far from the case in Europe.


Erik ten Hag's side have once again dropped points from a winning position as they drew 3-3 with Galatasaray in the Champions League, a damaging result in their bid to reach the last 16.


4 United were once again the victims of their own demise Credit: Getty


---
# Man United next manager: Assessing candidates to replace Erik ten Hag if Red Devils sack Dutch boss


Source: Sporting News · Author: Kyle Bonn · Published: 2023-12-13T20:52:15+00:00 · Category: sports


As Manchester United's season continues to slip away, the pressure around Dutch boss Erik ten Hag continues to get more palpable.


The latest slip saw the Red Devils crash out of Europe as they fell 1-0 to Bayern Munich on the final day of Champions League group-stage play, finishing bottom of their four-team group to leave them eliminated from Europe in their worst performance in the competition since 2005.

",unsupported,partial,,unsupported,R12
B1-MH-08c734d4eea9,3,R2,audit_unsupported_agreement,"What company is at the center of concerns from news publishers about anticompetitive practices that affect their bottom line, is involved in deals to be the default search engine on major tech platforms, and is perceived by the public as potentially engaging in foul play, as reported by The Age, The Verge, and TechCrunch?",Google is perceived by the public as potentially engaging in foul play.,"A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
The case also arrives alongside the filing of the U.S. Justice Department’s lawsuit against Google for monopolizing digital ad technologies, and references the 2020 Justice Department’s civil antitrust suit over search and search advertising (which are different markets from digital ad technologies in the more recent suit).


“The anticompetitive effects of Google’s scheme cause profound harm to competition, to consumers, to labor, and to a democratic free press,” reads an announcement posted to the website of the law firm handling the case, Hausfeld.

",,,unsupported,unsupported,
B1-MH-03b51326acae,1,R2,audit_unsupported_agreement,"Between the TechCrunch report on Sam Bankman-Fried published on October 7, 2023, and The Verge report on Sam Bankman-Fried published on October 28, 2023, was there a change in the narrative regarding Sam Bankman-Fried's management of his business ventures?","Between October 7, 2023 and October 28, 2023, there was a change in the narrative regarding Sam Bankman-Fried's management of his business ventures.","She was named co-CEO of Alameda with Sam Trabucco in 2021, while she and Bankman-Fried were broken up, and CEO in 2022. The goal, Bankman-Fried told her, was to “optically” separate Alameda Research and FTX. “The whole time we were dating, he was my boss at work,” she said. They broke up because she wanted more from the relationship; Bankman-Fried was distant and not paying enough attention to her.


Using the effectively unlimited funds “allowed us to make profitable trades we couldn’t have made otherwise”


---
# The jury finally hears from Sam Bankman-Fried


Source: The Verge · Author: Elizabeth Lopatto · Published: 2023-10-28T00:12:41+00:00 · Category: technology


It is honestly kind of incredible to watch a man torpedo his own credibility on direct testimony. We’re not even at the cross yet, and the judge has already instructed him to answer the question he’s being asked by his own lawyer.


The jury is watching all of this intently.


The main thing that’s been clear so far from Bankman-Fried’s testimony is that the man really loves the sound of his own voice. So far, the count of “Objection, narrative!” to Bankman-Fried’s answers, followed by “Sustained” is at three.

",,,unsupported,unsupported,
B2-MH-12b9416cf2b0,2,R2,audit_unsupported_agreement,Did the 'Sporting News' article about A.J. Dillon's reception for the Chiefs vs. Packers game report a dissimilar successful first down completion compared to the 'Sporting News' article about Samaje Perine's reception in the Vikings vs. Broncos game?,"The 'Sporting News' article about Samaje Perine's reception in the Vikings vs. Broncos game did not report a first down completion, but rather mentioned he picked up 10 yards and a first down on a pass from Russell Wilson.","10:01 p.m.: The Vikings are moving the chains. They've picked up two first downs in five plays, gaining 43 yards in the process. Alexander Mattison picked up 23 yards on the ground, and Joshua Dobbs and Jordan Addison connected on an 18-yard pass to pick up the bulk of the yardage.


9:56 p.m.: A holding penalty derailed the Broncos' drive as they came up way short on a 3rd & 20 attempt. Minnesota will take over from its own 31 after a 19-yard punt return from Brandon Powell.


9:54 p.m.: Denver receives to start the second half and we're back in action.


End of first half: Vikings 10, Broncos 9

",,,unsupported,unsupported,
B2-MH-12b9416cf2b0,3,R2,audit_unsupported_agreement,Did the 'Sporting News' article about A.J. Dillon's reception for the Chiefs vs. Packers game report a dissimilar successful first down completion compared to the 'Sporting News' article about Samaje Perine's reception in the Vikings vs. Broncos game?,"The two articles reported different outcomes for their respective first downs: A.J. Dillon's reception resulted in a first down, while Samaje Perine's did not.","Packers 7, Chiefs 0


8:35 p.m.: Dontayvion Wicks makes the catch though traffic, racing beyond the first down marker to bring Green Bay on the cusp of the end zone.


8:28 p.m.: A.J. Dillon bursts through the mire to pick up the first down on third-and-short. Decent start for the Packers so far, who have climbed down the gridiron with relative ease in the opening few minutes.


8:26 p.m.: Wonderful pitch and catch between Love and one of his favorite targets, Christian Watson. Good for a 20-yard gain. Green Bay trots into Kansas City territory.


---
10:10 p.m.: Love places a throw perfectly between triple coverage, hitting a streaking Romeo Doubs to put Green Bay on the doorstep of the end zone once more. What a phenomenal throw by the youngster.


10:03 p.m.: Love hits Dillon out in the front, who makes his defender miss before racing beyond the marker for a first down. The first-year starter continues to make the right play in the cold. Strong display thus far.


9:57 p.m.: TOUCHDOWN! Chiefs get into the end zone finally, courtesy of a Pacheco scamper through the midway. He's unable to find the target again on the two-point conversion, however, keeping the Packers in control (just barely).


Packers 14, Chiefs 12


---
10:01 p.m.: The Vikings are moving the chains. They've picked up two first downs in five plays, gaining 43 yards in the process. Alexander Mattison picked up 23 yards on the ground, and Joshua Dobbs and Jordan Addison connected on an 18-yard pass to pick up the bulk of the yardage.


9:56 p.m.: A holding penalty derailed the Broncos' drive as they came up way short on a 3rd & 20 attempt. Minnesota will take over from its own 31 after a 19-yard punt return from Brandon Powell.


9:54 p.m.: Denver receives to start the second half and we're back in action.


End of first half: Vikings 10, Broncos 9

",,,unsupported,unsupported,
B2-MH-1771e46705cb,1,R2,audit_unsupported_agreement,"After TechCrunch reported on Google's antitrust battle with Epic Games on November 6, 2023, and then reported on a class action antitrust suit against Google on December 15, 2023, was there consistency in the portrayal of Google's legal challenges related to anticompetitive practices?",There is some inconsistency in the portrayal of Google's legal challenges related to anticompetitive practices.,"# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
# What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today


Source: TechCrunch · Author: Sarah Perez · Published: 2023-11-06T16:47:11+00:00 · Category: technology


---
The case points to other concerns, too, like changing AdSense rates and evidence of improper spoliation of evidence on Google’s part, by its destruction of chat messages — an issue raised in the recent Epic Games lawsuit against Google over app store antitrust issues, which Epic won.


In addition to damages, the suit is asking for an injunction that would require Google to obtain consent from publishers to use their website data to train its general artificial intelligence products including Google’s own and those of rivals. It also asks Google to allow publishers who opt out of SGE to still show up in Google search results, among other things.

",,,unsupported,unsupported,
B1-MH-060223ba72f4,1,R2,audit_unsupported_agreement,"Did the Sporting News report a victory for the Dallas Cowboys over the Seattle Seahawks in Week 13 of the NFL season, and did the same source also report a win for the Philadelphia Eagles against the Miami Dolphins on ""Sunday Night Football""?",Sporting News reported a victory for the Dallas Cowboys over the Seattle Seahawks in Week 13 of the NFL season.,"# Dolphins vs. Eagles live score, updates, highlights from NFL 'Sunday Night Football' game


Source: Sporting News · Author: Dan Treacy · Published: 2023-10-22T23:28:04+00:00 · Category: sports


Deion Sanders once said, “If you look good, you feel good, and if you feel good, you play good."" The Eagles looked good on Sunday night, donning Kelly Green jerseys and helmets for their matchup with the Dolphins.


And their play absolutely matched the look.


Philadelphia rolled to a 31-17 win over Miami on ""Sunday Night Football,"" keeping the Dolphins' offense off the scoreboard in the second half and playing smart football every step of the way down the stretch.

",,,unsupported,unsupported,
B1-MH-060223ba72f4,2,R2,audit_sample_20pct,"Did the Sporting News report a victory for the Dallas Cowboys over the Seattle Seahawks in Week 13 of the NFL season, and did the same source also report a win for the Philadelphia Eagles against the Miami Dolphins on ""Sunday Night Football""?",Sporting News also reported a win for the Philadelphia Eagles against the Miami Dolphins on 'Sunday Night Football'.,"The Sporting News tracked live scoring updates and highlights from ""Sunday Night Football"" between the Dolphins and Eagles. Check out all of the key moments you might have missed.


Dolphins vs. Eagles final score


1 2 3 4 F Dolphins 3 7 7 0 17 Eagles 3 14 7 7 31


Dolphins vs. Eagles results, highlights from 'Sunday Night Football'


(All times Eastern)


Final: Eagles 31, Dolphins 17


11:16 p.m. — And that'll do it. The Eagles finish strong and get back on track with an impressive win over the Dolphins.


11:12 p.m. — D'Andre Swift goes 22 yards for a first down, so the Eagles will simply kneel it the rest of the way.


---
The Sporting News tracked live scoring updates and highlights from ""Sunday Night Football"" between the Dolphins and Eagles. Check out all of the key moments you might have missed.


Dolphins vs. Eagles final score


1 2 3 4 F Dolphins 3 7 7 0 17 Eagles 3 14 7 7 31


Dolphins vs. Eagles results, highlights from 'Sunday Night Football'


(All times Eastern)


Final: Eagles 31, Dolphins 17


11:16 p.m. — And that'll do it. The Eagles finish strong and get back on track with an impressive win over the Dolphins.


11:12 p.m. — D'Andre Swift goes 22 yards for a first down, so the Eagles will simply kneel it the rest of the way.

",,,supported,supported,
B2-MH-1acbad14990a,1,R2,audit_unsupported_agreement,"Which entity, currently in the process of recruiting a new Chair due to Andrew Sutch's impending departure, is also addressing concerns over financial result delays caused by an updated valuation from Citrin Cooperman, as reported by Music Business Worldwide?",Hipgnosis Songs Fund is currently in the process of recruiting a new Chair due to Andrew Sutch's impending departure.,"This morning (December 19), the company’s board – now led by Chairman, Rob Naylor – issued a statement announcing that HSF would no longer, as previously expected, be issuing its latest financial results today.


Instead, the results (covering the six months to end of September 2023) are now expected to be published sometime before the close of December 31.


The reason for the delay? According to UK-listed HSF, it’s all to do with a recently-updated company valuation from HSF’s official independent valuer, US-headquartered Citrin Cooperman (CC).


The HSF board says this valuation from CC was “materially higher than the valuation implied by proposed and recent transactions in the sector”.

",,,unsupported,unsupported,
B1-MH-0bee595f2413,1,R2,v3_rule12_recheck,"Who is the individual that persuaded Adam Yedidia to join him at two different companies, has pleaded not-guilty to charges of fraud and conspiracy, and is alleged by the prosecution to have committed fraud for wealth, power, and influence, as reported by both Fortune and TechCrunch?",Sam Bankman-Fried persuaded Adam Yedidia to join him at two different companies.,"Shortly afterward, as the trial neared late afternoon, the government called Adam Yedidia to the stand. A fast-talking graduate of MIT, he and Bankman-Fried were close friends in college, he said. And after Bankman-Fried left Jane Street, the high-frequency trading firm where the former billionaire got his start in finance after MIT, he persuaded Yedidia to join him as a trader at Alameda and then as a developer at FTX.


When Yedidia first took the stand, Danielle Sassoon, one of the lead prosecutors, said that the college friend of Bankman-Fried had legal immunity during his testimony. Why did he make such a deal with the government, she asked.


---
Everyone who loved Bankman-Fried most in the world is now caught up in the case. We have:


Adam Yedidia, Bankman-Fried’s college roommate, who testified with immunity because he was concerned he may have unknowingly worked on code that contributed to the fraud. “I love you Sam,” he texted at one point. “I’m not going anywhere.” That was before he realized FTX had stolen customer funds — at which point, he resigned.


Gary Wang, the co-founder of FTX and Alameda Research and another college roommate. He took the stand after Yedidia and sang like a canary about the secret privileges he’d created for Alameda in the FTX code.

",,,supported,supported,
B1-MH-0bee595f2413,2,R2,audit_unsupported_agreement,"Who is the individual that persuaded Adam Yedidia to join him at two different companies, has pleaded not-guilty to charges of fraud and conspiracy, and is alleged by the prosecution to have committed fraud for wealth, power, and influence, as reported by both Fortune and TechCrunch?",Sam Bankman-Fried has pleaded not-guilty to charges of fraud and conspiracy.,"# Sex, Signal messages, and sabotaging FTX's code: SBF execs and Bahamas roommates tell all in court


Source: Cnbc | World Business News Leader · Published: 2023-10-06T20:17:00+00:00 · Category: business


Witness Adam Yedidia answers questions during Sam Bankman-Fried fraud trial over the collapse of FTX, the bankrupt cryptocurrency exchange, at Federal Court in New York City, October 5, 2023, in this courtroom sketch. Jane Rosenberg | Reuters

",,,unsupported,unsupported,
B1-MH-0bee595f2413,3,R2,audit_unsupported_agreement,"Who is the individual that persuaded Adam Yedidia to join him at two different companies, has pleaded not-guilty to charges of fraud and conspiracy, and is alleged by the prosecution to have committed fraud for wealth, power, and influence, as reported by both Fortune and TechCrunch?","The prosecution alleges that Sam Bankman-Fried committed fraud for wealth, power, and influence.","Everyone who loved Bankman-Fried most in the world is now caught up in the case. We have:


Adam Yedidia, Bankman-Fried’s college roommate, who testified with immunity because he was concerned he may have unknowingly worked on code that contributed to the fraud. “I love you Sam,” he texted at one point. “I’m not going anywhere.” That was before he realized FTX had stolen customer funds — at which point, he resigned.


Gary Wang, the co-founder of FTX and Alameda Research and another college roommate. He took the stand after Yedidia and sang like a canary about the secret privileges he’d created for Alameda in the FTX code.


---
Nishad Singh, a longtime family friend, who copped to what sounded an awful lot like classic embezzlement. He said he’d backdated transactions on FTX to help create doctored balance sheets to show to investors. He pleaded guilty to six charges, including wire fraud, money laundering, and conspiracy counts around his political donations.


Caroline Ellison, Bankman-Fried’s ex-girlfriend. She told us about the seven phony balance sheets she’d created. She was clear: Alameda took customer funds; Bankman-Fried knew about it and even invested them against her advice.

",,,unsupported,unsupported,
B1-MH-0c64116439ba,1,R2,audit_unsupported_agreement,"After the report from CBSSports.com on October 12, 2023, about Taylor Swift's activities at Arrowhead Stadium, and the subsequent report from The Independent - Life and Style on November 25, 2023, regarding Travis Kelce's invitation to Taylor Swift, was the news about Taylor Swift's relationship with Travis Kelce consistent with the later report from The Independent - Life and Style on December 6, 2023?","Taylor Swift's relationship with Travis Kelce was consistent with the later report from The Independent - Life and Style on December 6, 2023.","# Taylor Swift reveals secret start to her relationship with Travis Kelce


Source: The Independent - Life and Style · Author: Amber Raiken · Published: 2023-12-06T14:23:01+00:00 · Category: entertainment


Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the


---
# Taylor Swift reveals secret start to her relationship with Travis Kelce


Source: The Independent - Life and Style · Author: Amber Raiken · Published: 2023-12-06T14:23:01+00:00 · Category: entertainment


Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the


---
# Taylor Swift reveals secret start to her relationship with Travis Kelce


Source: The Independent - Life and Style · Author: Amber Raiken · Published: 2023-12-06T14:23:01+00:00 · Category: entertainment


Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Stay ahead of the trend in fashion and beyond with our free weekly Lifestyle Edit newsletter Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the

",,,unsupported,unsupported,
B2-MH-15887f6a540a,1,R2,audit_unsupported_agreement,"Does the article from Business Today | Latest Stock Market And Economy News India suggest that a major attack against Israel requires intelligence support, while the article from Fortune claims that Israel controls the entry of food, fuel, and medical supplies into Gaza, indicating a difference in the focus of Israel's security and humanitarian control measures?",Business Today | Latest Stock Market And Economy News India suggests that a major attack against Israel requires intelligence support.,"# &#039;Massive intel failure by Mossad&#039;: Hamas&#039; surprise attack on Israel shocks internet


Source: Business Today | Latest Stock Market And Economy News India · Published: 2023-10-07T15:37:43+00:00 · Category: business


---
#Mossad was not so ignorant that it did not know about this #attack. Israel wanted to invade Palestine, they had no excuse, stupid #Hamas gave them the reason. Hamas is an excuse, new lands are wonderful


I definitely support Israel pic.twitter.com/AbLdeazQjR October 7, 2023


---
#Mossad was not so ignorant that it did not know about this #attack. Israel wanted to invade Palestine, they had no excuse, stupid #Hamas gave them the reason. Hamas is an excuse, new lands are wonderful


I definitely support Israel pic.twitter.com/AbLdeazQjR October 7, 2023

",,,unsupported,unsupported,
B2-MH-1a900e0391d7,3,R2,audit_sample_20pct,"Which company is at the center of an antitrust lawsuit, as reported by The Verge and TechCrunch, where it is accused of engaging in anticompetitive behavior within the app distribution and payment processing markets, and has also been portrayed as spending billions to maintain its default search engine status while allegedly harming news publishers' bottom lines through content and revenue siphoning?",Google has been portrayed as spending billions to maintain its default search engine status while allegedly harming news publishers' bottom lines through content and revenue siphoning.,"A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
The case also arrives alongside the filing of the U.S. Justice Department’s lawsuit against Google for monopolizing digital ad technologies, and references the 2020 Justice Department’s civil antitrust suit over search and search advertising (which are different markets from digital ad technologies in the more recent suit).


“The anticompetitive effects of Google’s scheme cause profound harm to competition, to consumers, to labor, and to a democratic free press,” reads an announcement posted to the website of the law firm handling the case, Hausfeld.

",,,partial,partial,echo
B2-MH-1dd857e94826,1,R2,audit_unsupported_agreement,"Between the TechCrunch report on Google's hardware developments published on October 7, 2023, and the TechCrunch report on the antitrust suit against Google published on December 15, 2023, was there a change in the nature of the issues reported concerning Google?",在TechCrunch于2023年10月7日发布的关于Google硬件开发的报道和2023年12月15日发布的关于对Google提起反垄断诉讼的报道之间，有关Google的问题性质发生了变化。,"# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
# 5 things we learned so far about the Google antitrust case


Source: TechCrunch · Author: Rebecca Bellan · Published: 2023-10-31T02:30:32+00:00 · Category: technology


Google CEO Sundar Pichai testified Monday in the U.S. government’s antitrust trial against the company. The executive defended Google’s business tactics, including its deal with Apple and other partners to make Google the default search engine.


---
The lawsuit stems from a 2020 antitrust claim over Google’s dominance in the online search market. The claim is separate from one filed in January by the Department of Justice, along with eight states including New York, California and Colorado, that aims to “halt Google’s anticompetitive scheme, unwind Google’s monopolistic grip on the market and restore competition to digital advertising.”


The government has argued that Google uses its platforms and deals with partners to block out any competition in search or advertising, thus hindering competitors from accessing the data they’d need to improve their products.

",,,unsupported,unsupported,language-mismatch
B1-MH-0c69b8fdbe62,2,R2,audit_sample_20pct,Does the 'Sporting News' article on the USA squad mention Johnny Cardoso's inclusion after an injury similar to how 'Sporting News' reports on Lucas Cavallini's withdrawal due to injury from the Canada squad?,"'Sporting News' reports that Lucas Cavallini withdrew from the Canada squad due to an injury prior to the two matches, replaced by Jacen Russell-Rowe.","The only injury absence for Canada at the moment is striker Lucas Cavallini, who withdrew from the squad prior to the two matches, replaced by Jacen Russell-Rowe.


Canada projected starting lineup (3-5-2): Borjan (GK) — Cornelius, Vitoria, Johnston — Laryea, Eustaquio, Kone, Kaye, Davies — David, Larin.


Jamaica saw star striker Michail Antonio go down with a gutting ACL injury in the first leg, and he now begins a lengthy rehab process. West Ham are reportedly furious about how it was handled, angered by both the conditions of the pitch in Jamaica and the fact he played another 10 minutes after sustaining the injury.

",,,supported,supported,
