item_id,claim_index,question,claim,cited_evidence,entailment(supported|partial|unsupported),relevance(answers|related|off_topic),note
B1-MH-0a05452eaee8,2,"Which company, recently defended by Apple in court for lack of valid alternatives and accused by Megan Grey in 'The Age' of manipulating search results for ad revenue, is involved in an antitrust battle with Epic Games as reported by 'TechCrunch' and is also facing a class action lawsuit for allegedly harming news publishers' bottom lines as covered by the same source?","Google has been accused by Megan Grey of manipulating search results for ad revenue, as reported in 'The Age'.","Google is also involved in another antitrust lawsuit with the Department of Justice over its alleged search monopoly. Epic, meanwhile, lost its antitrust battle with Apple and is now asking the Supreme Court to weigh in.
",,,
B1-MH-0a05452eaee8,3,"Which company, recently defended by Apple in court for lack of valid alternatives and accused by Megan Grey in 'The Age' of manipulating search results for ad revenue, is involved in an antitrust battle with Epic Games as reported by 'TechCrunch' and is also facing a class action lawsuit for allegedly harming news publishers' bottom lines as covered by the same source?",Google is facing a class action lawsuit for allegedly harming news publishers' bottom lines.,"A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
The case points to other concerns, too, like changing AdSense rates and evidence of improper spoliation of evidence on Google’s part, by its destruction of chat messages — an issue raised in the recent Epic Games lawsuit against Google over app store antitrust issues, which Epic won.


In addition to damages, the suit is asking for an injunction that would require Google to obtain consent from publishers to use their website data to train its general artificial intelligence products including Google’s own and those of rivals. It also asks Google to allow publishers who opt out of SGE to still show up in Google search results, among other things.


---
# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
In the complaint, Helena World Chronicle, which owns and publishes two weekly newspapers in Arkansas, argues that Google is “starving the free press” by sharing publishers’ content on Google, losing them “billions of dollars.”


In addition to new AI technologies, the suit points to Google’s older question-and-answer technologies, like the “Knowledge Graph” launched in May 2012, as part of the problem.

",,,
B1-MH-0cd2bbe92b19,1,"After the collaboration on the U2 project for Sphere reported by The Sydney Morning Herald on October 19, 2023, did TechCrunch's perspective on the role of technologists in product design, published on December 21, 2023, align with the notion of interconnections between technologies as suggested by the U2 project's collaborative effort?",TechCrunch's perspective on technologists' role in product design aligns with the notion of interconnections between technologies as suggested by the U2 project.,"In this innovation cycle, product design requires a wider perspective of platforms and interconnections between technologies, creating a strong need for technologists and designers to be in the process together.


---
# A provocative role for technologists in product innovation


Source: TechCrunch · Author: Carrie Andrews · Published: 2023-12-21T16:35:31+00:00 · Category: technology


Product design is in a moment of profound change and redefinition as technologies like artificial intelligence (AI) and spatial computing dramatically affect computing experiences. AI, especially, may have only minor impacts on interface design but will significantly impact the holistic product or ecosystem experience. Spatial computing, on the other hand, will change human-computer interactions and unmoor our understanding of what a computer is.

",,,
B2-MH-148e008e129a,1,Does the TechCrunch article suggest a different level of transparency from Sam Altman with the board compared to the portrayal of his involvement with generative AI technology as described in the Fortune article?,"TechCrunch and Fortune articles both mention Sam Altman's lack of candor with the board, but TechCrunch provides more detail on the specific issue.","# WTF is going on at OpenAI? We have theories


Source: TechCrunch · Author: Devin Coldewey · Published: 2023-11-18T00:09:53+00:00 · Category: technology


In perhaps the most unexpected tech news of the year, billionaire and AI evangelist Sam Altman has been ejected from his CEO role at OpenAI by the company’s board after an apparent vote of no confidence. Its exact wording in a release issued this afternoon: Altman’s “departure follows a deliberative review process by the board, which concluded that he was not consistently candid in his communications with the board, hindering its ability to exercise its responsibilities.”


---
# Sam Altman ousted as OpenAI’s CEO


Source: TechCrunch · Author: Kyle Wiggers · Published: 2023-11-17T20:41:13+00:00 · Category: technology


Sam Altman has been fired from OpenAI, Inc., the 501(c)(3) nonprofit that acts as the governing body for OpenAI, the AI startup behind ChatGPT, DALL-E 3, GPT-4 and other highly capable generative AI systems. He’ll both leave the company’s board of directors and step down as CEO.


---
In a post on OpenAI’s official blog, the company writes that Altman’s departure follows a “deliberative review process by the board” that concluded that Altman “wasn’t consistently candid in his communications” with other board members, “hindering its ability to exercise its responsibilities.”


Tip TechCrunch


Do you work at OpenAI and know more about Sam Altman’s departure?


Do you work at OpenAI and know more about Sam Altman’s departure? Get in touch with TechCrunch


“The board no longer has confidence in [Altman’s] ability to continue leading OpenAI,” the blog post reads.

",,,
B2-MH-0f910380b759,1,"Which celebrity, known for not letting paparazzi affect her and being open about her relationship with Travis Kelce, has both performed and attended a game at Arrowhead Stadium and was intended to receive a friendship bracelet during her concert in Kansas City according to reports by 'The Age', 'CBSSports.com', and 'The Independent - Life and Style'?",Taylor Swift has both performed and attended a game at Arrowhead Stadium.,"“This all started when Travis very adorably put me on blast on his podcast, which I thought was metal as hell,” she explained. “We started hanging out right after that. So we actually had a significant amount of time that no one knew, which I’m grateful for, because we got to get to know each other.”


Swift also confirmed that when she famously first attended Kelce’s game at Arrowhead Stadium in September, she was already dating the NFL star.


“By the time I went to that first game, we were a couple. I think some people think that they saw our first date at that game? We would never be psychotic enough to hard launch a first date,” she said.


---
The NFL player’s tweets have unsurprisingly resurfaced amid his relationship with Swift, who he’s been romantically linked to since the summer. The dating speculation first began in July, when Kelce confessed that he tried and failed to give Swift a friendship bracelet with his number on it during her Eras Tour show. On his podcast, he later invited the “Anti-Hero” singer to one of his games at Arrowhead Stadium - an invitation she famously accepted on 24 September. Since then, Swift has attended three more of Kelce’s games.

",,,
B2-MH-0f910380b759,2,"Which celebrity, known for not letting paparazzi affect her and being open about her relationship with Travis Kelce, has both performed and attended a game at Arrowhead Stadium and was intended to receive a friendship bracelet during her concert in Kansas City according to reports by 'The Age', 'CBSSports.com', and 'The Independent - Life and Style'?",Taylor Swift is known for not letting paparazzi affect her and being open about her relationship with Travis Kelce.,"“This all started when Travis very adorably put me on blast on his podcast, which I thought was metal as hell,” she explained. “We started hanging out right after that. So we actually had a significant amount of time that no one knew, which I’m grateful for, because we got to get to know each other.”


Swift also confirmed that when she famously first attended Kelce’s game at Arrowhead Stadium in September, she was already dating the NFL star.


“By the time I went to that first game, we were a couple. I think some people think that they saw our first date at that game? We would never be psychotic enough to hard launch a first date,” she said.

",,,
B2-MH-0f910380b759,3,"Which celebrity, known for not letting paparazzi affect her and being open about her relationship with Travis Kelce, has both performed and attended a game at Arrowhead Stadium and was intended to receive a friendship bracelet during her concert in Kansas City according to reports by 'The Age', 'CBSSports.com', and 'The Independent - Life and Style'?","Travis Kelce intended to give Taylor Swift a friendship bracelet during her Eras Tour concert in Kansas City, but it never made it to her wrist or his digits to her phone.","Lifestyle Edit email {{ #verifyErrors }} {{ message }} {{ /verifyErrors }} {{ ^verifyErrors }} Something went wrong. Please try again later {{ /verifyErrors }}


Fans have spotted Travis Kelce wearing a friendship bracelet with Taylor Swift lyrics on it, just days before she attended his Kansas City Chiefs game.


In a video posted to TikTok on 25 September, a fan shared a photo of Kelce posing with the piece of jewellery on his wrist. The post came after Swift was seen enthusiastically cheering him on in the box seats at Arrowhead Stadium, fuelling speculation that she and the athlete are dating.


---
podcast he shares with his brother, New Heights, Kelce said he intended to give Swift a friendship bracelet with his number on it during her Eras Tour concert in Kansas City. Unfortunately, the bracelet never made it to her wrist or his digits to her phone.


---
The NFL player’s tweets have unsurprisingly resurfaced amid his relationship with Swift, who he’s been romantically linked to since the summer. The dating speculation first began in July, when Kelce confessed that he tried and failed to give Swift a friendship bracelet with his number on it during her Eras Tour show. On his podcast, he later invited the “Anti-Hero” singer to one of his games at Arrowhead Stadium - an invitation she famously accepted on 24 September. Since then, Swift has attended three more of Kelce’s games.

",,,
B2-MH-1144d2e80b35,1,"Did the emphasis on the role of faith and personal practices in maintaining a positive outlook, as reported by FOX News - Lifestyle, change between the article discussing the effectiveness of positive thinking on October 28, 2023, and the one highlighting the importance of the habit of prayer on December 5, 2023?",The emphasis on faith and personal practices in maintaining a positive outlook remained consistent between the two articles.,"# Faith dilemma: How effective is positive thinking when life gets difficult? Pastor weighs in


Source: FOX News - Lifestyle · Published: 2023-10-28T09:00:12+00:00 · Category: entertainment


Pastor Jesse Bradley of Auburn, Washington runs Grace Community Church.


He's ministered to many, many people struggling with a variety of faith dilemmas and issues in their lives.


In this month of October 2023, as Americans grapple with a variety of issues, he addressed the notion of positive thinking — and shared with Fox News Digital what it would ""look like to change your thinking and shift in a new direction.""


---
He added, ""As you consistently tap into that habit, you find your relationship with Jesus growing deeper and deeper, just automatically. And as a result, you then experience much more peace, tranquility and serenity in your life and the ability to really muscle through some of the most difficult obstacles and challenges that life can throw at you,"" he said.


Here is more of Fox News Digital's conversation with Roumie about the 25-day prayer challenge during Advent, which started on Monday — and about Roumie's own faith beliefs.


‘Deep gratitude’

",,,
B1-MH-063f46090a91,1,"Does the TechCrunch article suggest that Flipboard's implementation of the ActivityPub protocol is aimed at changing its platform structure, while The Verge article focuses on the structural elements of posts within the ActivityPub protocol itself?",The TechCrunch article suggests that Flipboard's implementation of the ActivityPub protocol is aimed at changing its platform structure.,"“As we said in the earlier part of this year, we will be embracing ActivityPub into Flipboard and effectively reworking our whole backend to that,” explained Flipboard CEO Mike McCue, in a conversation with TechCrunch about the coming changes. He says the company had first integrated with Mastodon at the API level, so users could log into their Mastodon accounts, see those posts and interact with others in the fediverse from Flipboard. “But you had to have an account on all those platforms,” McCue noted.


“What we’re announcing on Monday is basically our roadmap for how we will be rolling out ActivityPub, and effectively tearing down the walls around our own walled garden,” he added.


---
“As we said in the earlier part of this year, we will be embracing ActivityPub into Flipboard and effectively reworking our whole backend to that,” explained Flipboard CEO Mike McCue, in a conversation with TechCrunch about the coming changes. He says the company had first integrated with Mastodon at the API level, so users could log into their Mastodon accounts, see those posts and interact with others in the fediverse from Flipboard. “But you had to have an account on all those platforms,” McCue noted.


“What we’re announcing on Monday is basically our roadmap for how we will be rolling out ActivityPub, and effectively tearing down the walls around our own walled garden,” he added.

",,,
B1-MH-063f46090a91,2,"Does the TechCrunch article suggest that Flipboard's implementation of the ActivityPub protocol is aimed at changing its platform structure, while The Verge article focuses on the structural elements of posts within the ActivityPub protocol itself?","The Verge article focuses on the structural elements of posts within the ActivityPub protocol itself, rather than on changes to Flipboard's platform structure.","In the world of ActivityPub, every post everywhere is made up of a sender, a message, and a URL. Every user has an inbox and an outbox for those messages. That’s the whole protocol in a nutshell. The simplicity is the point: since ActivityPub is not a product but a data format like PDF or JPG, what you do with those messages, those URLs, those inboxes and outboxes, is entirely up to you.

",,,
B1-MH-056fe59cd997,1,"Which company, known for its efforts to streamline internet navigation and mentioned by both The Verge and TechCrunch, has not only influenced the visual aspects of the internet and Android app distribution concerns but also spent billions to maintain its default search engine status and has been accused of harming news publishers' revenues through anticompetitive practices?",The company known for its efforts to streamline internet navigation and mentioned by both The Verge and TechCrunch is Google.,"Google argues that it’s just doing business. Everybody wants Google as the default engine because it’s the best. That doesn’t make its actions illegal, the company says.


Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more.


Google paid $26 billion in 2021 to be everyone’s default search engine


---
Rosenberg explained how Google gets manufacturers to sign a mobile app distribution agreement (MADA) that requires Android smartphone makers (like Samsung or Oppo) to pre-load a bundle of 11 Google apps on the device, including Search, Chrome and Play. They don’t have to be the default choices, he said.


Google also has revenue share agreements (RSAs) with smartphone makers and wireless carriers (like Verizon) that require them to set Google search and Chrome web browser as defaults. Rosenberg defended the move and said it was because Google apps [like Search] are “best in class.” The RSAs also motivate other companies to make or sell more Android devices, he said.


---
In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones. Over the past couple of weeks, more of the inner workings of Google has come to light, including some of the search engine’s most lucrative search queries, what the revenue-share agreements between Google and Android OEMs look like and why Expedia has a bone to pick with Google.


Before we go into some of these tidbits…


Why the Google vs. U.S. antitrust case matters

",,,
B1-MH-056fe59cd997,2,"Which company, known for its efforts to streamline internet navigation and mentioned by both The Verge and TechCrunch, has not only influenced the visual aspects of the internet and Android app distribution concerns but also spent billions to maintain its default search engine status and has been accused of harming news publishers' revenues through anticompetitive practices?","Google has spent billions of dollars maintaining its default search engine status across platforms, including $26.3 billion in 2021 as mentioned in the US v Google trial.","Google argues that it’s just doing business. Everybody wants Google as the default engine because it’s the best. That doesn’t make its actions illegal, the company says.


Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more.


Google paid $26 billion in 2021 to be everyone’s default search engine


---
In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones. Over the past couple of weeks, more of the inner workings of Google has come to light, including some of the search engine’s most lucrative search queries, what the revenue-share agreements between Google and Android OEMs look like and why Expedia has a bone to pick with Google.


Before we go into some of these tidbits…


Why the Google vs. U.S. antitrust case matters

",,,
B1-MH-056fe59cd997,3,"Which company, known for its efforts to streamline internet navigation and mentioned by both The Verge and TechCrunch, has not only influenced the visual aspects of the internet and Android app distribution concerns but also spent billions to maintain its default search engine status and has been accused of harming news publishers' revenues through anticompetitive practices?","Google has been accused of harming news publishers' revenues through anticompetitive practices, such as siphoning off content and ad revenue.","A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.

",,,
B1-MH-0ea267f4ceba,1,Was the performance of the Chicago Bears' defense reported as worsened by Yardbarker after Sporting News highlighted a sack by the Bears' defense on Joshua Dobbs during the NFL 'Monday Night Football' game?,The performance of the Chicago Bears' defense was not reported as worsened by Yardbarker after Sporting News highlighted a sack by the Bears' defense on Joshua Dobbs during the NFL 'Monday Night Football' game.,"The Bears' defense swarmed Dobbs throughout the night, sacking him only twice but bringing a great deal of pressure as the defensive backs made plays. Despite the barrage of turnovers, Chicago largely failed to take advantage. The Bears scored only three points off of the four Dobbs interceptions.


MORE: How Joshua Dobbs got his 'Passtronaut' nickname


---
9:22 p.m. — Fields had all day to find open receivers on third down and couldn't locate any. Chicago is 0-for-6 on its last six third down opportunities. The Bears are preparing to punt after the two-minute warning.


9:19 p.m. — Fields hits Moore for a 22-yard gain, but his next pass is nearly intercepted by D.J. Wonnum. Neither offense has been able to string together positive plays since that opening drive by Chicago.


9:16 p.m. — Dobbs is nearly intercepted by Jaylon Johnson (again) on third down. The last turnover wasn't Dobbs' fault, but this one should've been a pick. The Bears' defense is all over the Vikings tonight, and Minnesota can't get out of its own way.

",,,
B2-MH-19c9e32e360e,1,"Does 'The New York Times' article suggest that the Big Ten commissioner has not taken action on the sign-stealing allegations, while the 'Sporting News' article claims that Michigan accused 'Ohio State and Rutgers' of leaking signs to 'Purdue', indicating different aspects of the controversy?",'The New York Times' article suggests that the Big Ten commissioner has not taken action on the sign-stealing allegations.,"# Michigan’s Rivals Fume About Sign-Stealing: ‘This Was Damn Near Espionage’


Source: The New York Times · Author: The New York Times · Published: 2023-11-03T22:07:31+00:00 · Category: sports


For the past two weeks, coaches across college football have been riveted by the alleged Michigan sign-stealing scheme, but inside the Big Ten, the topic has been more than just a curiosity. On Wednesday’s Big Ten coaches video call with commissioner Tony Petitti, and after Jim Harbaugh left the call, that frustration was voiced loud and clear, according to conference coaches, who said they don’t feel like the new Big Ten commissioner is “motivated” to do anything about the Wolverines.

",,,
B2-MH-19c9e32e360e,2,"Does 'The New York Times' article suggest that the Big Ten commissioner has not taken action on the sign-stealing allegations, while the 'Sporting News' article claims that Michigan accused 'Ohio State and Rutgers' of leaking signs to 'Purdue', indicating different aspects of the controversy?","The 'Sporting News' article claims that Michigan accused Ohio State and Rutgers of leaking signs to Purdue, indicating different aspects of the controversy.","Now, Michigan has a scandal on the field, and they countered with allegations that Ohio State and Rutgers leaked Michigan's signs to Purdue in last year's Big Ten championship game. ESPN reported that Big Ten coaches and athletic directors encouraged Big Ten commissioner Petitti to act last week, but that resulted in action before the NCAA investigation concluded.


Do you wonder what the SEC and commissioner Greg Sankey privately think about all this? For the Big Ten, it is an ugly run of bad behavior on and off the field for a conference that is welcoming four new members next season in Oregon, UCLA, USC and Washington.


To be determined


Michigan


---
# Michigan sign-stealing scandal winners and losers, from Jim Harbaugh to Tony Petitti


Source: Sporting News · Author: Bill Bender · Published: 2023-11-11T22:50:13+00:00 · Category: sports


The Big Ten announced Michigan coach Jim Harbaugh will be prohibited from coaching on the sideline for the remainder of the regular season.

",,,
B2-MH-10482bbfd0ca,1,"Which company, recently compared for its Gemini Pro's performance to OpenAI's GPT-3.5 by TechCrunch, was also described by The Verge as having no valid alternative for search engine services during a court defense, and is the subject of a class action antitrust suit by news publishers for allegedly harming their bottom line through anticompetitive practices?",Google was recently compared for its Gemini Pro's performance to OpenAI's GPT-3.5 by TechCrunch.,"# Early impressions of Google’s Gemini aren’t great


Source: TechCrunch · Author: Kyle Wiggers · Published: 2023-12-07T16:12:30+00:00 · Category: technology


This week, Google took the wraps off of Gemini, its new flagship generative AI model meant to power a range of products and services including Bard, Google’s ChatGPT competitor. In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4.


But the anecdotal evidence suggests otherwise.


---
# Early impressions of Google’s Gemini aren’t great


Source: TechCrunch · Author: Kyle Wiggers · Published: 2023-12-07T16:12:30+00:00 · Category: technology


This week, Google took the wraps off of Gemini, its new flagship generative AI model meant to power a range of products and services including Bard, Google’s ChatGPT competitor. In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4.


But the anecdotal evidence suggests otherwise.

",,,
B2-MH-10482bbfd0ca,2,"Which company, recently compared for its Gemini Pro's performance to OpenAI's GPT-3.5 by TechCrunch, was also described by The Verge as having no valid alternative for search engine services during a court defense, and is the subject of a class action antitrust suit by news publishers for allegedly harming their bottom line through anticompetitive practices?",Google was described by The Verge as having no valid alternative for search engine services during a court defense.,"This isn’t Google’s only antitrust case in trial right now. The search engine giant last week settled a separate antitrust lawsuit with dating site Match Group. On November 6, Google went to trial with Fortnite maker Epic Games. The latter hopes to prove that Google engages in anticompetitive behavior with regard to its Android app store, Google Play, and its commission structure.


Now, onto the roundup!


A window into Google’s most popular search queries

",,,
B2-MH-10482bbfd0ca,3,"Which company, recently compared for its Gemini Pro's performance to OpenAI's GPT-3.5 by TechCrunch, was also described by The Verge as having no valid alternative for search engine services during a court defense, and is the subject of a class action antitrust suit by news publishers for allegedly harming their bottom line through anticompetitive practices?",Google is the subject of a class action antitrust suit by news publishers for allegedly harming their bottom line through anticompetitive practices.,"A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology

",,,
B2-MH-1cc76df29d2b,1,"Between the report from The Age on October 22, 2023, claiming that Google manipulates Search to maximize ad revenue, and the report from TechCrunch on December 15, 2023, alleging that Google ""siphons off"" news publishers' content and ad revenue through anticompetitive means, is there consistency in the portrayal of Google's influence on ad revenue and content distribution?",Google manipulates Search to maximize ad revenue.,"For the US, which has to prove that Google somehow broke the law to achieve the status quo, this legal case could be an uphill battle. But for the rest of us, it offers a rare opportunity for some insight into what the tech giant does with its enormous market share. Is it still focused on being the best? Or, as has been alleged, does it use its ubiquity to squeeze us for money even at the expense of product quality? How ‘organic’ are Google’s results? This month, Wired posted an opinion article by lawyer and privacy advocate Megan Gray, which alleged that Google had accidentally revealed during the trial that it manipulates people’s search queries for maximum ad revenue. The example given wa
---
g the trial that it manipulates people’s search queries for maximum ad revenue. The example given was replacing a search for “children’s clothing” with “NIKOLAI-brand kidswear”. Loading Google rejected this in very strong terms, saying the piece was misleading and inaccurate while denying ever altering search terms. Wired removed the article for not meeting its standards, but the degree to which it was shared on social media and boosted in write-ups at other outlets shows just how willing people are to accept foul play on Google’s part. A suspicion of privacy invasion and inappropriate data handling follows the company at all times.

",,,
B2-MH-1cc76df29d2b,2,"Between the report from The Age on October 22, 2023, claiming that Google manipulates Search to maximize ad revenue, and the report from TechCrunch on December 15, 2023, alleging that Google ""siphons off"" news publishers' content and ad revenue through anticompetitive means, is there consistency in the portrayal of Google's influence on ad revenue and content distribution?",Google siphons off news publishers' content and ad revenue through anticompetitive means.,"A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
The case also arrives alongside the filing of the U.S. Justice Department’s lawsuit against Google for monopolizing digital ad technologies, and references the 2020 Justice Department’s civil antitrust suit over search and search advertising (which are different markets from digital ad technologies in the more recent suit).


“The anticompetitive effects of Google’s scheme cause profound harm to competition, to consumers, to labor, and to a democratic free press,” reads an announcement posted to the website of the law firm handling the case, Hausfeld.

",,,
B1-MH-0dff3d635abc,1,Do the articles from Sporting News discussing bonuses for 'New users of sportsbooks' and 'New customers of sportsbooks' agree on the provision of a welcome bonus upon account registration with a sportsbook?,The articles from Sporting News discussing bonuses for 'New users of sportsbooks' and 'New customers of sportsbooks' agree on the provision of a welcome bonus upon account registration with a sportsbook.,"Choose your sportsbook: Any state with legal online sports betting has a variety of sportsbooks. If you aren’t sure which sportsbooks best fit your needs, research and read our reviews on each. And don’t forget that you can have an account with more than one. Once you decide which sportsbook you’re interested in, follow the link from our site to qualify for the best new customer welcome bonus.


---
Now that you’ve set up your account and accepted the T&Cs, you can collect your welcome bonus as a new customer. You'll find it right here if you need to input a code to get a bonus. Make sure to read through the requirements for your bonus before accepting it so you’re aware of any restrictions or other rules. Make a deposit: You can fund your account using legal sportsbooks in various ways. Many deposit options will work for withdrawals as well.


---
Security number. You’ll also be required to accept the sportsbook terms and conditions, which we recommend you read. Collect your welcome bonus: As a new customer, you’ll receive a welcome bonus. This varies from sportsbook to sportsbook, so do some homework before deciding where you want to register. Read through the playthrough requirements for any sports betting bonus or promo so you’re aware of any restrictions it may involve. Make a deposit: Now that you have an account, you need to fund it by making a deposit with the sportsbook. Online betting sites have a variety of ways you can fund your account or make withdrawals. Start betting: Now, you can place a bet. Simply click on a bet to a
---
Accept the terms and conditions: Before finalizing your account information, you must accept the sportsbook’s terms and conditions. We recommend you read through these to understand the rules your sportsbook will enforce regarding bets, especially for the sports you intend to wager on. The terms and conditions are also available on the sportsbook website for you to read at any point.


Get your bonus: At this point, you can accept your welcome bonus. Be sure to read through the bonus requirements before accepting anything. If a bonus code is needed, which you can find on our website, this is where you will input it during the registration process.

",,,
B1-MH-08d8e46196f4,1,"Who is the individual that, according to articles from The Verge, Fortune, and TechCrunch, is alleged to have permitted withdrawals from a trading platform's revenue, used a colleague as a front for unauthorized access to customer funds, and is accused by the prosecution of committing fraud for personal gain?","Sam Bankman-Fried is alleged to have permitted withdrawals from a trading platform's revenue, used a colleague as a front for unauthorized access to customer funds, and is accused by the prosecution of committing fraud for personal gain.","Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


Who was making decisions to spend $8 billion of customer funds? Bankman-Fried couldn’t recall knowing anything about it. Were there rules or requirements for how money borrowed from FTX would be returned? Were there rules for risk management? “I was concerned with overall risk management,” Bankman-Fried said.


---
Also, sometimes when Bankman-Fried says “we,” he only means himself.


Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, has been found guilty on seven counts including charges of wire fraud. FTX was a fraud “from the start,” the Securities and Exchange Commission alleged — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.

",,,
B1-MH-0d1919b11047,1,"Did TechCrunch fail to maintain consistency in its reporting on December 15, 2023, when discussing a class action antitrust suit against Google by a news publisher?","TechCrunch reported on December 15, 2023, that Helena World Chronicle filed a class action antitrust suit against Google.","# News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line


Source: TechCrunch · Author: Sarah Perez · Published: 2023-12-15T17:56:02+00:00 · Category: technology


---
A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.


---
In the complaint, Helena World Chronicle, which owns and publishes two weekly newspapers in Arkansas, argues that Google is “starving the free press” by sharing publishers’ content on Google, losing them “billions of dollars.”


In addition to new AI technologies, the suit points to Google’s older question-and-answer technologies, like the “Knowledge Graph” launched in May 2012, as part of the problem.


---
Some publishers are now trying to get ahead of the problem. For example, Axel Springer just this week inked a deal with OpenAI to license its news for AI model training. But overall, publishers believe they’ll lose somewhere between 20-40% of their website traffic when Google’s AI products fully roll out, The WSJ’s report noted.


The lawsuit reiterates this concern, claiming that Google’s recent advances in AI-based search were implemented with “the goal of discouraging end-users from visiting the websites of Class members who are part of the digital news and publishing line of commerce.”


---
“Plaintiff Helena World Chronicle, LLC invokes the Sherman Act and Clayton Act to seek class-wide monetary and injunctive relief to restore and ensure competition for digital news and reference publishing and set up guardrails to preserve a free marketplace of ideas in the new era of artificial intelligence,” it states.


A Google spokesperson offered a statement on the lawsuit, saying “This lawsuit is meritless. People have many ways to access information and news content today – through publishers’ websites, dedicated apps, social media platforms, print papers and more. Google links people to publishers’ websites more than 24 billion times each month – at no cost to them.”


---
The complaint is available below.


Helena World Chronicle, LLC v. Google LLC and Alphabet Inc by TechCrunch on Scribd


Editor’s note: This post was updated after publication with a statement provided by Google on Friday evening.
",,,
